0,no,manufacturer,
1,yes,sign,
2,yes,researcher,
3,yes,weapons,
4,yes,boxes,
5,yes,missile,
6,no,looksmart,
7,yes,weights,
8,yes,elephant,
9,yes,sailing,
10,yes,festival,
11,yes,library,
12,yes,fruits,
13,no,basename,
14,yes,officers,
15,yes,bowl,
16,yes,rides,
17,maybe,fossil,
18,maybe,corn,
19,maybe,python,
20,no,dryer,
21,yes,glass,
22,maybe,dome,
23,yes,fountain,
24,yes,jeans,
25,yes,chair,
26,no,male,
27,no,sperm,
28,no,cage,
29,yes,bearing,
30,yes,knit,
31,no,manufacturer,
32,no,ceramic,
33,no,memorial,
34,no,venice,
35,yes,drum,
36,yes,dam,
37,yes,cape,
38,no,pantyhose,
39,yes,cat,
40,no,ceramic,
41,yes,canyon,
42,yes,habitat,
43,yes,sculpture,
44,yes,footwear,
45,no,bed,
46,yes,dog,
47,no,refrigerator,
48,yes,baskets,
49,yes,atm,
50,yes,python,
51,yes,chair,
52,yes,mixer,
53,yes,clocks,
54,yes,ball,
55,no,purse,
56,yes,camel,
57,no,recorder,
58,yes,hitting,
59,no,pottery,
60,no,microphone,
61,no,pottery,
62,no,madagascar,
63,no,coffee,
64,yes,meters,
65,yes,wildlife,
66,yes,marketplace,
67,yes,bookstore,
68,yes,instrument,
69,yes,seafood,
70,no,disc,
71,yes,products,
72,no,piano,
73,no,lime,
74,yes,clock,
75,no,vegetable,
76,yes,web,
77,yes,musicians,
78,yes,weights,
79,no,gourmet,
80,no,handmade,
81,yes,socks,
82,no,mating,
83,yes,dog,
84,yes,gourmet,
85,yes,bedroom,
86,maybe,whale,
87,maybe,buffalo,
88,maybe,eagle,
89,no,piano,
90,yes,cassette,
91,yes,dog,
92,maybe,monkey,
93,no,wool,
94,yes,parade,
95,yes,birds,
96,no,pour,
97,yes,screw,
98,yes,shirt,
99,no,rwanda,
100,yes,food,
101,maybe,pendant,
102,yes,crossword,
103,yes,wildlife,
104,no,bench,
105,yes,dog,
106,yes,missile,
107,no,dog,
108,yes,trains,
109,no,restoration,
110,yes,meters,
111,no,gnu,
112,yes,birds,
113,no,bird,
114,yes,plate,
115,yes,boxes,
116,no,sticks,
117,yes,shoes,
118,yes,vegetables,
119,yes,habitat,
120,maybe,crossword,
121,maybe,bench,
122,no,pens,
123,yes,disk,
124,no,pontiac,
125,no,weights,
126,no,dogs,
127,maybe,knives,
128,maybe,printer,
129,yes,pantyhose,
130,no,workers,
131,no,greenhouse,
132,no,male,
133,yes,bookstore,
134,no,housewares,
135,no,rapids,
136,yes,skiing,
137,yes,scientist,
138,no,column,
139,yes,camel,
140,yes,bird,
141,no,head,
142,no,recorders,
143,yes,picks,
144,yes,pasta,
145,yes,instruments,
146,yes,shoes,
147,yes,crossword,
148,no,juvenile,
149,yes,reef,
150,maybe,helmet,
151,no,violin,
152,yes,bird,
153,yes,lamps,
154,yes,knit,
155,yes,boxes,
156,yes,pasta,
157,no,discs,
158,yes,library,
159,yes,camel,
160,yes,vegetables,
161,no,adapters,
162,yes,bikes,
163,yes,exterior,
164,no,purse,
165,yes,acrobat,
166,no,pottery,
167,yes,vegetables,
168,no,aquarium,
169,yes,cathedral,
170,yes,sink,
171,no,shark,
172,yes,daisy,
173,yes,parade,
174,yes,tea,
175,yes,manufacturer,
176,no,id,
177,no,teddy,
178,yes,cabinet,
179,no,shark,
180,yes,fires,
181,no,fountain,
182,yes,refrigerator,
183,no,aquarium,
184,yes,horn,
185,no,wing,
186,no,ceramic,
187,yes,tables,
188,yes,pizza,
189,yes,hand,
190,no,helmet,
191,no,balloon,
192,no,bookmarks,
193,yes,tp,
194,yes,dog,
195,no,female,
196,yes,dog,
197,no,bikes,
198,yes,puzzle,
199,yes,weights,
200,yes,skiing,
201,no,recorders,
202,yes,daisy,
203,yes,pig,
204,no,venice,
205,yes,cooking,
206,no,textile,
207,yes,fruits,
208,no,basename,
209,no,hats,
210,yes,necklace,
211,no,greenhouse,
212,yes,wildlife,
213,yes,crossword,
214,yes,dog,
215,no,mating,
216,no,tissue,
217,no,juvenile,
218,no,tent,
219,no,fruit,
220,yes,shops,
221,no,tiles,
222,no,mating,
223,no,mating,
224,no,head,
225,no,aboriginal,
226,no,mating,
227,no,aquarium,
228,yes,shoe,
229,no,rug,
230,yes,pool,
231,yes,dog,
232,maybe,cooking,
233,no,purse,
234,no,sticks,
235,no,housewares,
236,yes,zoo,
237,yes,wildlife,
238,no,arcade,
239,no,ceiling,
240,no,gardens,
241,no,wildlife,
242,yes,hat,
243,yes,homepage,
244,yes,stockings,
245,no,florida,
246,yes,interior,
247,yes,pig,
248,no,beer,
249,no,toolkit,
250,no,rail,
251,yes,jaguar,
252,yes,fence,
253,no,textile,
254,no,mask,
255,no,manufacturer,
256,yes,skiing,
257,no,corn,
258,yes,fence,
259,yes,rat,
260,no,web,
261,no,roof,
262,no,pot,
263,yes,reprints,
264,yes,boxes,
265,yes,wallet,
266,no,ordered,
267,yes,flying,
268,yes,boating,
269,yes,dog,
270,yes,baseball,
271,yes,monkey,
272,yes,bowl,
273,yes,printer,
274,no,drum,
275,yes,dogs,
276,yes,vegetables,
277,no,juvenile,
278,yes,dog,
279,no,mating,
280,yes,weights,
281,no,furniture,
282,no,tent,
283,no,screw,
284,yes,cathedral,
285,yes,seafood,
286,no,infant,
287,yes,canyon,
288,no,cameras,
289,yes,keyboard,
290,maybe,picks,
291,yes,pasta,
292,no,picks,
293,no,badge,
294,yes,brakes,
295,no,knives,
296,yes,tub,
297,no,tower,
298,no,cordless,
299,yes,dogs,
300,yes,swimming,
301,no,dock,
302,yes,dog,
303,no,aquarium,
304,yes,cassette,
305,yes,cathedral,
306,no,monkey,
307,no,pour,
308,no,controls,
309,no,tent,
310,no,weights,
311,yes,solar,
312,no,fossil,
313,no,bell,
314,no,purse,
315,no,manufacturer,
316,yes,sword,
317,yes,bubble,
318,yes,casinos,
319,no,dog,
320,no,mesh,
321,yes,cooking,
322,no,sailing,
323,yes,circles,
324,no,toolkit,
325,maybe,rv,
326,no,ties,
327,no,dogs,
328,no,greenhouse,
329,yes,orange,
330,yes,dog,
331,yes,dogs,
332,yes,cabinet,
333,no,fruit,
334,no,brass,
335,no,bookmarks,
336,no,drums,
337,maybe,serum,
338,no,snake,
339,no,temple,
340,no,camcorders,
341,yes,puzzle,
342,no,rj,
343,yes,pediatric,
344,no,mating,
345,yes,landscapes,
346,no,plasma,
347,yes,hay,
348,no,cloth,
349,yes,cabinet,
350,yes,physicians,
351,yes,pepper,
352,no,tent,
353,no,hair,
354,no,dog,
355,no,purse,
356,yes,gardens,
357,no,mating,
358,no,garmin,
